,title,author,genre,platform,story,rate
496,사춘기 메들리, 곽인근,"드라마, 학교생활, 중학생",다음 웹툰,"풋풋하기만 했던 고등학생 시절, 인생 최대 위기가 찾아왔다!",9.6
497,사라세니아, 이상록,"판타지, 일상, 초능력",다음 웹툰,세상만물의 가치를 보는 초능력을 가진 주인공. 무료한 일상중 찾아온 의외의 일들.,9.6
498,환상의 파트너, 김예린/장유라,"순정, 반려동물, 초능력",다음 웹툰,"꽃미남 동물 심리학자와 동물의 말이 들리는 여자, 환상의 짝꿍이 될 수 있을까?",9.7
499,쏘쏘리, 남지은/김인호,"코믹, 일상, 싱글라이프",다음 웹툰,부족한 것 투성이로 살아가는 30대 싱글녀 쏘쏘리와 그녀의 주변인들의 삶 이야기!,9.1
500,라스트, 강형규,"액션, 스릴러, 돈",다음 웹툰,지하경제 100억을 둘러싼 한 남자의 사투가 시작된다!,9.6
501,스틸레인, 양우석/제피가루,"스릴러, 전투, 북한",다음 웹툰,지금 한반도가 위험하다! 숨막히는 국제 정치 스릴러!,9.6
502,조명가게, 강풀,"미스터리, 공포, 괴담",다음 웹툰,강풀 작가의 미스테리심리썰렁물 씨즌5 조명가게,9.5
503,커피와 하루 the start, 한상훈,"드라마, 커피, 카페",다음 웹툰,커피와 함께 살아가는 네 사람 이야기,9.4
504,메트로놈, 이원진,"액션, 판타지, 기억",다음 웹툰,시간의 벽을 넘어 잃어버린 기억 속의 그녀를 지켜야만해!,8.6
505,잡초이야기, 정이리이리,"코믹, 일상, 농촌",다음 웹툰,"고뇌하는 잡초의 탄생 이후, 잡초계에서 벌어지는 4차원의 일상!",9.3
506,기춘씨에게도 봄은 오는가, 네온비,"코믹, 연애, 짝사랑",다음 웹툰,나에게도 한번만 기회를..! 기춘씨의 처절한 솔로탈출기!!,9.7
507,학원기이야담, 계란계란,"코믹, 학원, 괴담",다음 웹툰,기이하고 익숙한 학원괴담을 엉뚱하게 비틀어버린다. 계란계란작가의 특별한 호러만화,9.5
508,에어리어제로, 라라시스터,"드라마, 판타지, 우주",다음 웹툰,지구를 떠나려 하지만 그 이유를 잃은 사람들...,9.6
509,인터뷰, 루드비코,"드라마, 미스터리, 소설가",다음 웹툰,독특한 감각의 소유자 루드비코 작가의 1년만의 복귀작,9.8
510,레이어즈, 글피,"판타지, 학원, 초능력",다음 웹툰,"시공을 초월한 그 곳, 레이어를 둘러싼 학원감성액션!",9.3
511,보지 못하고 듣지 못하고 사랑해, 네스티캣,"드라마, 사랑, 질병",다음 웹툰,나는 당신을 못보고 당신은 나를 못듣지만 그래도 사랑해,9.8
512,트레져헌터2, 허견,"액션, 판타지, 초능력",다음 웹툰,뒤엉킨 시간과 라크리모사의 분노! 모든 궁금증을 풀어 줄 대망의 시즌2!,9.6
513,거울아씨전, 환상거북,"판타지, 도플갱어, 이상형",다음 웹툰,내가 원하던 여자친구의 모습을 한 거울아씨와의 미스터리한 동거.,9.5
514,야옹이와 흰둥이, 윤필,"드라마, 일상, 현실반영",다음 웹툰,"흰둥이 시리즈의 시작점, 그 감동의 이야기를 다시 만나다!",9.7
515,이너 다이어리, 최호진,"드라마, 패션, 여자들",다음 웹툰,편한 몸을 위해 벗어던진 속옷..현실의 벽은 높고 높도다~,9.0
516,고마워 다행이야, 장대현,"순정, 드라마, 반전",다음 웹툰,그녀는 어떤 결정을 내릴까? 네 사람의 사랑 그 잔악한 이야기,5.4
517,수심 3000m에 닿으면, 김만호,"판타지, 초자연, 취재",다음 웹툰,신비로 가득찬 바다 그리고 인어에게 복수하기 위한 남자의 사투!,9.6
518,기네스 세계기록 세우기, 팀 샐러드레씽,"코믹, 학원, 도전",다음 웹툰,"기네스 세계기록에 도전하는 소년, 소녀들의 당찬 이야기!",9.4
519,라이오트, 박강호,"미스터리, 세기말, 재난",다음 웹툰,천천히 종말이 다가오고 있다 그것을 막을 수 있는 것은..,8.7
520,커피와 하루 ternate, 한상훈,"지식, 드라마, 커피",다음 웹툰,커피와 함께하는 우리들의 따뜻한 인생 이야기,9.2
521,암브로시아, 와자,"코믹, 병맛, 악당",다음 웹툰,음식 섭취로 초능력을 발휘하는 주인공의 왁자지껄 활약기!,7.3
522,좀비의 시간2, 이경석,"공포, 좀비, 가족",다음 웹툰,"좀비애와 가족애를 결합한 새로운 한국형 좀비만화, 그 두 번째 이야기!",8.3
523,커피와하루, 한상훈,"드라마, 지식, 커피",다음 웹툰,커피와 함께하는 따뜻한 하루 이야기,9.4
524,무채색 가족, 강형규,"코믹, 가족, 엽기",다음 웹툰,"무심한듯 시크한 가족코믹극, 가난한 그들의 경제회복기!",9.8
525,당신의 모든 순간, 강풀,"공포, 순정, 좀비",다음 웹툰,"순정만화 네번째 이야기, 당신의 모든 순간",9.7
526,당신과 당신의 도서관, 곽인근,"순정, 드라마, 취업",다음 웹툰,사상초유 엘리트 된장녀가 던지는 화끈한 인격모독!,9.7
527,에스탄시아1, 팀 풍경,"액션, 판타지, 복제인간",다음 웹툰,'에스탄시아'는 만화창작집단 풍경의 데뷔작,9.7
528,에스탄시아2, 팀 풍경,"액션, 판타지, 복제인간",다음 웹툰,"만화창작집단 풍경의 세번째 SF대작. '열차탈주극' 에스탄시아, 그 두번째 이야기!",9.5
529,트레져헌터1, 허견,"액션, 판타지, 초능력",다음 웹툰,인디아나 존스를 꿈꿨던 청년들과 의문의 소녀들의 보물찾기 대소동,9.6
530,아일랜드, 팀 풍경,"스릴러, 판타지, 평행이론",다음 웹툰,"한국 SF 만화의 신화 팀 풍경, 그들의 2010년 최신작!",8.6
531,브레이커1, 전극진/박진환,"무협, 액션, 무림",다음 웹툰,대한민국 최고의 도시무협 액션! 만화속세상 온라인 독점 공개!,9.0
532,장마, 네스티캣,"스릴러, 살인사건, 복수",다음 웹툰,어느 시골마을을 휩쓴 연쇄살인..그곳에는 비가 내린다! ,9.1
533,이스크라, 이충호,"판타지, 액션, 영웅",다음 웹툰,썩은 세상을 바꾸려는 젊은 영웅들의 열혈 혁명기! 작가 이충호의 대단한 도전!,8.5
534,크레이지, 팀 풍경,"드라마, 성장드라마, 장애인",다음 웹툰,어느 소년의 작지만 만만치 않은 감동이 시작됩니다,8.9
535,셔틀맨, 네온비/캐러멜,"학원, 코믹, 일진",다음 웹툰,찌질이 빵셔틀맨 앞에 나타난 괴상한 구원자!,9.6
536,지옥에서, Hun,"공포, 액션, 복수",다음 웹툰,한적한 시골에서 드러나는 또 하나의 지옥도! Hun 작가 2009 하반기 최신작! ,9.7
537,고백, 남지은/김인호,"드라마, 순정, 고백",다음 웹툰,갑작스러운 고백? 나는 네가 누군지도 잘 모른단 말이야!,9.3
538,R에 관해서, 이림,"드라마, 순정, 연애",다음 웹툰,각기 다른 4명의 여성. 그녀들의 사랑과 일. 이림의 세번째 작품.,9.6
539,어게인, 강풀,"스릴러, 공포, 살인사건",다음 웹툰,2009년 강풀작가의 최신작! 미심썰 시즌4 더 강력한 스릴이 온다!,9.6
540,미확인거주물체, 장이,"스릴러, 판타지, 외계인",다음 웹툰,"옆집에 조용히 내려 앉은 미확인물체, 알수없는 존재와의 독특한 동거가 시작된다",9.6
541,방벽동, 제피가루,"판타지, 액션, 로봇",다음 웹툰,지구를 습격해오는 괴생명체. .세상의 끝에서 그들과 맞서 싸우는 농촌 메카닉 드라마,9.1
542,술, 네스티캣,"액션, 판타지, 복수",다음 웹툰,'트레이스' 네스티캣의 신작 술! 증오와 사랑 그리고 인간에 관한 새로운 판타지!   ,9.2
543,고양이 장례식, 홍작가,"순정, 연애, 고양이",다음 웹툰,"헤어진 그와 그녀, 고양이 장례식에서 만나다. 홍작가의 7부작 단편극장",9.6
544,향연상자, Hun,"학원, 스릴러, 서바이벌",다음 웹툰,그들을 가둔 뜨거운 컨테이너 박스. .새로운 룰로 무장한 또 한 번의 생존게임! ,9.7
545,마음이 만든 것, 정필원,"드라마, 순정, 판타지, 성장드라마",다음 웹툰,"아이들의 순수한 로맨스, 정필원 작가의 작품과 함께 추억속으로 여행을 떠나세요",9.8
546,이웃사람, 강풀,"미스터리, 스릴러, 살인사건",다음 웹툰,오늘 나를 스치고 지나간 그 사람은 당신의 공포스러운 대상이 될 수 있다.,9.1
547,샴, Hun,"학원, 쌍둥이, 영혼",다음 웹툰,"불의의 사고로 서로의 몸을 공유하게 된 비극적인 쌍둥이 형제, 그들의 운명은?",9.6
548,무림수사대, 이충호,"액션, 무협, 무술",다음 웹툰,이충호 작가의 6년만의 컴백작 '무림수사대',8.8
549,데자뷰, Hun,"판타지, 순정, 천사",다음 웹툰,Hun 작가의 첫번째 웹툰 도전 데자뷰! 감동을 원하는 독자들께 추천합니다,9.5
550,블러드 오션, 팀 풍경,"판타지, 액션, 능력자",다음 웹툰,형과 동생들을 찾아 우주를 배회하는 이연의 행로는 어떻게 될 것인가.,9.6
551,"봄, 가을", 이림,"순정, 판타지, 연애",다음 웹툰,"'봄, 가을'은 '죽는남자'에서 보여줬던 이림 작가 특유의 시적인 전개와 코믹함이 묻어난다",9.6
552,커피 앤 페이퍼, 남지은,"순정, 커피, 연애",다음 웹툰,"20대라면 누구나 고민할 법한 진학, 사랑에 대하여...",9.2
553,도로시밴드, 홍작가,"판타지, 음악, 밴드",다음 웹툰,도로시와 그녀의 밴드 맴버들이 안내하는 환상의 나라로 떠나보세요~,9.6
554,브이, 제피가루,"판타지, 액션, 영웅",다음 웹툰,어린 시절 우리의 영웅 태권브이의 당당한 귀환!,9.7
555,그대를 사랑합니다, 강풀,"순정, 사랑, 부부",다음 웹툰,순정만화 3번째. 강풀의 손끝에서 나오는 어른들의 사랑이야기,9.7
556,오리우리, JJO/캐러멜,"코믹, 순정, 연애",다음 웹툰,청년백수 솔로 탈출기 '남아돌아'의 히어로 캐러멜 작가의 두번째 작품,9.5
557,도깨비, 네스티캣,"판타지, 액션, 도깨비",다음 웹툰,2006 SiCAF 디지털 만화공모전 대상에 빛나는 네스티캣의 데뷔작,9.3
558,죽는남자, 이림,"드라마, 죽음, 돈",다음 웹툰,"100일 동안 주어진 시간, 모든 것을 나누어주고 떠날 채비를 준비하는 남자",9.8
559,26년, 강풀,"드라마, 복수, 폭력",다음 웹툰,5.18이라는 민감한 소재를 다루면서 대중적 재미를 놓치지 않아 많은 박수를 받은 작품,9.5
560,심인애씨의 소유, 남지은,"순정, 사랑, 기억상실",다음 웹툰,'놀아죠패밀리'로 사랑을 받았던 남지은 작가의 두번째 작품 ,8.7
561,남아돌아, JJO/캐러멜,"코믹, 순정, 연애",다음 웹툰,'남아돌아'는 젊은 층에게 많은 인기를 누리고 있는 캐러맬 작가의 데뷔작,9.6
562,타이밍, 강풀,"미스터리, 초능력, 능력자",다음 웹툰,"이 작품을 보는 순간, 여러분이 알고 있는 시간의 개념은 무너질 것이다.",9.6
563,놀아죠 패밀리, 남지은,"일상, 가족, 옴니버스",다음 웹툰,네티즌들과 재밌고 감동적인 이야기를 나누고 싶은 남지은 작가의 데뷔작.,8.4
564,바보, 강풀,"순정, 드라마, 연애",다음 웹툰,강풀 순정만화 씨즌2-바보. 겨울내내 가슴 속에 따뜻한 사랑과 웃음을 심어주었던 작품,9.5
565,아파트, 강풀,"공포, 미스터리, 괴담",다음 웹툰,강풀만이 그려낼 수 있는 만화속 공포. 2006년 영화로 제작되어 화제를 모으기도 했다.,9.2
566,순정만화, 강풀,"순정, 드라마, 연애",다음 웹툰,강풀 작가의 대표작품인 '순정만화'. 2004년 최고의 히트작품,9.5
567,단짠남녀, 이노우/근영,"순정, 드라마, 음식",다음 웹툰,잘 먹는 여자와 못 먹는 남자의 달콤하고 짠내나는 이야기,9.8
568,승리호, 홍작가,"드라마, 액션, 우주",다음 웹툰,우주 청소선 승리호. 우연히 수거한 우주 쓰레기로 인해 거대 기업 uts의 표적이 된다.,9.8
569,콜로세움, Meen/한큰빛,"액션, 스릴러, 킬러",다음 웹툰,압도적이고 거대한 그들의 힘과 부딪히는 특별한 한 명,9.7
570,설공찬전, YSE,"순정, 드라마, BL",다음 웹툰,호러 소설 작가 설공찬이 우연히 마주친 아랫집 남자와 겪게 되는 미스터리한 로맨스,9.9
571,두번째 썸, 비아이,"순정, 복수, 설렘",다음 웹툰,전 남친에게 설레어버린 유소리. 그렇다면 그 남자는..?,9.4
572,음란마귀지만 괜찮아!, 모가비,"순정, 코믹, 썸",다음 웹툰,음란하면 안돼? 야한상상만 하면 남자친구와의 관계가 깨지는 그녀의 러브 스토리,8.6
573,하렘생존기, 오리발,"드라마, 순정, 음모",다음 웹툰,"17세기 오스만 제국 왕궁 하렘에서 벌어지는 나스챠와 아샤, 두 소녀의 우정과 욕망 이야기.",9.9
574,백의사자, 체사,"판타지, 저승, 귀신",다음 웹툰,"세상으로부터 잊혀진 소년에게 붉은 사자가 손을 내밀었을 때, 모든 것이 시작되었다.",9.9
575,당신도 보정해 드릴까요?, 은,"드라마, 판타지, 마법",다음 웹툰,사진을 보정하면 뭐든지 가능한 ‘마법의 타블렛'을 갖게 된 한 사진작가의 이야기,9.6
576,학교대표, 동훈,"스포츠, 학원, 축구",다음 웹툰,진화된 축구 천재들의 네게(Nege) 도전기.,8.8
577,질투유발자들, 김꽁,"순정, 썸, 사랑",다음 웹툰,"썸말고 연애하고 싶어. 썸만 타는 자들을 위해 그들이 왔다, 질투유발자들!",9.4
578,이담, 창/정두,"스릴러, 드라마, 살인사건",다음 웹툰,현실에서 도망치고 싶은 죄 많은 소녀의 다음 이야기,9.8
579,요괴백정, 좌서방,"액션, 판타지, 도깨비",다음 웹툰,어머니의 복수를 위해 도깨비의 팔을 달고 요괴들을 사냥하는 요괴백정의 액션활극!,9.8
580,형제가 사랑한 마녀, 복숭아,"순정, 드라마, 마녀",다음 웹툰,"묘약으로 시작된 기간한정 연애, 두 형제를 사로 잡아버린 마녀의 후예",9.8
581,피치 (PITCH), 홍성수/지뚱X강용,"학원, 스포츠, 성장드라마",다음 웹툰,"17세. 자신이 선택한 무게를 지고 오른다. 거친 호흡, 쏟아지는 땀. 철주의 계절은, 1도 더 높다.",9.9
582,인스타러브, 달나리,"순정, 학원, 연애",다음 웹툰,"갑작스런 헤어짐을 통보받고 상처받은 율, 전남친에게 보란듯이 성공한 모습을 보여주기 위해 SNS 셀럽이 되기로 한다.",9.1
583,신랑이 사라졌다, 방자,"순정, 드라마, 연예인",다음 웹툰,사라진(?) 신랑을 찾기 위한 톱스타 진사랑의 고군분투 사랑이야기,9.8
584,교수님을 빚는 중, 서아,"순정, 드라마, 캠퍼스",다음 웹툰,"내가 가르치는 보컬수업에, 우리 과 교수님이 수강생으로 들어왔다.",9.8
585,크라우드, 만두비/파크,"학원, 액션, 일진",다음 웹툰,"왕따 규현을 구해줄 마지막 희망, 일진 크라우드 펀딩 앱 ‘울타리’",9.5
586,마이셀프, 기행,"공포, 스릴러, 도플갱어",다음 웹툰,인기 스트리머지만 남모를 아픔을 가진 예림. 여러 위협 속에서 나를 찾기 위한 사투가 시작된다.,9.7
587,시간이 머문 집, 헤고,"판타지, 액션, 용사",다음 웹툰,학대 받아온 소녀. 아무것도 없는 세상에서 살아온 성격 더러운 아저씨와 만나다.,9.9
588,너를 만나다, 다노아,"순정, 학원, 연애",다음 웹툰,어느 날 우연히 너를 만나 변화하는 나의 이야기,9.9
589,화목한 가족, 서늬,"드라마, 학원, 가족",다음 웹툰,"의미 없는 삶에 지친 고3 영진, 비밀이 많아 보이는  전학생 유은과의 만남으로 변화가 생긴 삶",9.8
590,서천화원, 마하로/곡,"순정, 궁, 썸",다음 웹툰,자신의 운명을 스스로 개척하기 위해 궁을 벗어난 공주님의 좌충우돌 모험 로맨스,9.7
591,치원 신드롬, jaw,"공포, 스릴러, 오컬트",다음 웹툰,작가를 준비하고 있는 예담은 며칠간 친오빠의 집에 머문다. 하지만 조카가 다니는 유치원이 좀 이상하다.,9.4
592,옆집남자, 임수영,"순정, 드라마, 연예인",다음 웹툰,서른 살. 청춘의 한 가운데에 놓인 작가 지망생의 생계형 로맨스.,9.7
593,멸종인간, 디디,"공포, 스릴러, 생존",다음 웹툰,"<관찰인간>, <생존인간>에 이은 세 번째 이야기. 인류는 멸종당하지 않기 위해 고군분투한다.",9.8
594,조류공포증, 조눈/리도,"스릴러, 공포, 돌연변이",다음 웹툰,조류공포증이 있는 철민이 돌연변이 새들과 하르퓌아로부터 가족을 지키는 이야기,9.7
595,냥냐라냥냥, 손달섭,"일상, 코믹, 고양이",다음 웹툰,나만 없어 고양이 집사! 갑자기 생긴 고양이 집사들과의 좌충우돌 휴먼 다큐멘터리,9.7
596,구리의 구리구리 컴백, 구리,"코믹, 일상, 생활툰",다음 웹툰,"논픽션 좌충우돌, 돌아온 구리의 구리구리한 개그 일상툰",9.9
597,악마의 편집, 건초,"스릴러, 공포, 살인사건",다음 웹툰,유명 인터넷 방송인과 그 편집자를 둘러싼 끔찍한 살인사건... 과연 진실은?,9.7
598,미래의 너에게, 제경/정은,"순정, 판타지, 연애",다음 웹툰,나도 모르는 미래의 남자친구를 미리 보게 된다면..? 미래를 보는 소녀의 학원 로맨스,9.9
599,퍼펙트 마인, 나리온,"순정, 집착, 삼각관계",다음 웹툰,죽을 만큼 날 사랑할 수 있는 '진짜 나의 것'을 향한 일그러진 학원로맨스,9.7
600,그림자정원, 비둘기,"공포, 드라마, 귀신",다음 웹툰,기묘하고 아름다운 식물원. 그리고 당신을 기다리는 어둠의 이야기.,9.9
601,2020 전남콘랩 웹툰 창작 아카데미, 전남콘텐츠코리아랩,"드라마, 작가, 만화제작",다음 웹툰,전남 루키 작가들의 9가지 이야기가 지금부터 시작됩니다.,9.5
602,미래의 사진, 낑깡,"순정, 미스터리, 미래",다음 웹툰,어느날 우연히 주운 카메라에 미래가 찍힌다?!,9.8
603,세로토닌, 강희석,"스릴러, 공포, 좀비",다음 웹툰,"좀비 때문에 세상이 망했다. 잘 됐다, 새로운 인생 시작이다.",9.8
604,질풍의 노도, 김보통,"드라마, 학교생활, 사회문제",다음 웹툰,전학간 시골 학교의 친구를 통해 가습기 살균제 피해사고에 대해 알게 되는데...,9.9
605,랑데부, Hun/지민,"액션, 판타지, 복수",다음 웹툰,깨어나니 모든게 엉망이다. 전쟁? 외계의 침공? 뭐가 됐든 난 그저 개인적인 복수를 해야겠다.,9.9
606,인간을 먹는 성, 김만호,"판타지, 드라마, 모험",다음 웹툰,한번 들어가면 누구도 탈출할 수 없는 의문의 성. 그 성의 비밀은 무엇인가,9.7
607,세터, 한지우,"스릴러, 성인, 시공간초월",다음 웹툰,행복해지기 위해 환생을 반복하는 남자의 이야기,9.4
608,독립만화 특별전, 한국만화영상진흥원,"드라마, 만화가, 만화제작",다음 웹툰,제23회 부천국제만화축제와 16인의 작가들이 함께하는 독립만화 작품전,9.5
609,인생막장, 방진호,"드라마, 액션, 일탈",다음 웹툰,잔잔하던 인생에 폭풍우가 몰아친다. 막장으로 질주하는 두 남녀의 로드 무비,8.6
610,노동본색, 지뚱,"액션, 판타지, 노동자",다음 웹툰,망해버린 세상. 이제는 3D 업종의 전성시대가 되었다.,9.3
611,식귀, 깡/부랑,"액션, 판타지, 저주",다음 웹툰,원호는 지하철에서 의문의 남성과 마주친 후 식귀가 된다.,9.8
612,수의 계절, 이준,"순정, 판타지, 초능력",다음 웹툰,"수없이 반복되는 계절, 하지만 그가 있던 단 한 번의 계절",9.3
613,채널뽁스, 뽁스,"코믹, 지식, 리메이크",다음 웹툰,상상 그 이상의 요절복통 코미디 멀티플렉스 <채널뽁스>,9.5
614,유리의 벽, 조호,"순정, 드라마, 귀족",다음 웹툰,유복한 귀족 릴리. 그를 만난 순간부터가 시작이었다.,9.9
615,차피, 펭펭,"순정, 판타지, 사랑",다음 웹툰,잡음 가득한 나의 세상에서 만난 단 하나의 고요함,9.8
616,아빠는 변태중, 곽인근,"코믹, 드라마, 가족",다음 웹툰,"평범한 회사원이었던 아빠, 그런데 지금은? 다세대 주택에 사는 3세대가 벌이는 시트콤",9.5
617,동쪽으로, 봉봉,"판타지, 액션, 모험",다음 웹툰,"문명이 멸망한 미래, 4명의 총잡이들이 전설 속 동쪽의 파라다이스를 찾아 떠난다.",9.9
618,거울 죽이기, 환상거북,"스릴러, 드라마, 도플갱어",다음 웹툰,자신과 똑같은 사람이 눈앞에 나타났다! 또 다른 나와 살아가기 위한 이야기,9.7
619,Breaker.Drawing, 한필,"순정, 판타지, 이별",다음 웹툰,"이별을 그리는 남자, 사랑을 피우는 여자. 뗄레야 뗄 수 없는 사랑과 이별 이야기.",9.9
620,공부하는 고양이, Sepia,"드라마, 판타지, 고양이",다음 웹툰,"인생의 마지막 순간. 분명, 고양이는 공부를 하고 있었다.",9.6
621,나와 그녀삼신과 호러맨스, 탐기린,"판타지, 순정, 귀신",다음 웹툰,재수없이 휘말린 사건을 해결하기 위해 뭉친 겁쟁이와 초보삼신!,9.8
622,조숙의 맛, 이우물,"드라마, 일상, 가족",다음 웹툰,초등학생으로 살아간다는 건 어려운 일이다. 엄마가 교체된다면 더욱 그렇다.,9.9
623,트라이앵글, 89LINE,"판타지, 액션, 모험",다음 웹툰,"각으로 이루어진 세계, '원'을 찾아 떠나는 모험",9.9
624,"프롬, 스타", 라라시스터,"순정, 드라마, 운명",다음 웹툰,"별이 내리던 그 밤, 우리가 빌었던 소원은 이루어졌을까?",9.9
625,51번째 남자, 문미영,"순정, 드라마, 연애",다음 웹툰,이과 철벽녀와 그녀를 쫓는 남자들의 고군분투 로맨스!,9.0
626,의 새벽, 김언슴,"스릴러, 드라마, 소녀",다음 웹툰,"평범하다 생각했던 것들이 평범한 게 아니었다. 인육을 먹던 소녀, 유야. 그 아이와 산다.",9.9
627,마애(磨崖), 제피가루,"드라마, 지식, 역사",다음 웹툰,국보 마애삼존불입상을 소재로한 바우 장군의 역사 팩션,9.9
628,어떻게든 중간만 간다면, 유성연,"코믹, 일상, 취업",다음 웹툰,취준생 재호. 직장인 유나. 한 커플의 이야기. ,9.7
629,나홀로 주부, 은초,"학원, 드라마, 고등학생",다음 웹툰,살림에 찌든 고교생 주부! 그의 감춰진 일상이 드러난다.,9.9
630,화양연화, 나잔,"순정, 드라마, 패션",다음 웹툰,겉은 화려하지만 성격은 누구보다 소심한 그녀의 파란만장 캠퍼스 라이프,5.7
631,정으로 결혼한 소꿉친구, 김채운,"코믹, 순정, 결혼생활",다음 웹툰,연애세포 0 이소연과 로맨틱가이 김유신. 23년지기 소꿉친구의 결혼생활 러브코미디,8.6
632,치삼 탐정 사무소, 치삼,"코믹, 탐정, 병맛",다음 웹툰,"폭력을 무서워하는 평화주의자 킬러, 추리보다 주먹이 먼저 나가는 탐정. 그 둘의 이야기.",9.7
633,호아전, 진영/거북이,"드라마, 순정, 일제강점기",다음 웹툰,호랑의 여인과 벽안의 귀신이 그려가는 일제강점기 퓨전시대극,9.9
634,도나스 학교괴담, DONA$,"코믹, 공포, 괴담",다음 웹툰,기묘한 학교에서 벌어지는 무시무시한 이야기,9.7
635,이병 일학년, 최호진,"드라마, 대학생, 갑질",다음 웹툰,부푼 마음을 안고 입학한 음대. 그런데 막상 가보니 군대인지 음대인지 헷갈리는 건 내 기분 탓?,9.8
636,위대한 로맨스, 정영채/이예은,"순정, 판타지, 시공간초월",다음 웹툰,"사랑에 미치고, 시공을 초월하다.",9.6
637,옥탑빵, bodam,"일상, 드라마, 힐링",다음 웹툰,회사를 그만두고 차린 옥탑방 빵집에서 일어나는 빵냄새 고소한 우리들의 이야기,9.9
638,간이역에 겨울이 오면, 꿀오뎅,"순정, 드라마, 썸",다음 웹툰,"취업난을 뚫고 어렵게 '인턴'이 되었는데 쓰러질 것 같은 기차역이 웬말? 하지만 전화위복, 두근두근 로맨스가 찾아온다!",9.9
639,다음웹툰 팬클럽 모집, DAUM WEBTOON,"일상, 팬클럽, 에피소드",다음 웹툰,"가입 미션: 4월1일, 창단 발표 : 4월3일 최대 20만 캐시와 한정판 선물을 드립니다!",9.9
640,대작, 이종규/김용회,"드라마, 술, 음모",다음 웹툰,최고의 막걸리를 두고 펼쳐지는 신명나는 술 대결!,9.8
641,새벽날개, 박흥용,"드라마, 성장드라마, 로드무비",다음 웹툰,"오토바이에 앉아 먹고, 오토바이에 기대어 사랑하고, 오토바이 타며 생각하고.",9.9
642,차이니즈 봉봉클럽 광저우편, 조경규,"코믹, 지식, 음식",다음 웹툰,중국요리 미식 탐방 동아리의 광저우 여행!  맛나는 광동요리의 세계로 렛츠고~,8.3
643,곤조 스트릿 - 갱스터의 시대, 전상영,"액션, 격투, 청춘",다음 웹툰,미친 거리에서 벌어지는 파이트 바운서들의 스트릿 파이트,9.6
644,애휴, 조금산,"드라마, 이별, 사랑",다음 웹툰,서로 잘 모르는 남녀 이야기,9.9
645,헬로 브리, 기기,"일상, 드라마, 뱀파이어",다음 웹툰,어느 날 이루어진 이상한 만남. 그러나 별 탈 없이 굴러가는 단순한 사람들,9.9
646,얌얌숲 당근길 토요요, 김민재,"일상, 다이어트, 토끼",다음 웹툰,얌얌 소리 가득한 얌얌숲의 동물들이 좀 이상하다.,9.5
647,오리지널 씬2, 강형규,"액션, 영웅, 능력",다음 웹툰,"OCN X 강형규, 역대급 절대악의 귀환! 통쾌한 캐릭터의 혁명은 계속된다",9.9
648,방랑시인 김삿갓, 제피가루,"드라마, 역사, 시",다음 웹툰,"조선 팔도를 유랑하던 김삿갓, 기생 연향과 김판서의 모략으로 고통받는 영월 사람들을 보게 되는데…",9.9
649,나는 달린다, 이은재,"드라마, 질병, 가난",다음 웹툰,"육상부 유망주 채준수, 달리고 싶지만 달릴 수 없다. 푸른 하늘 끝까지 달리고 싶은 준수의 성장 드라마",9.9
650,키몽툰, 키몽,"코믹, 유머, 동물",다음 웹툰,"순도 100% 언어유희, 아재 드립 끝판왕 키몽을 만나보자!",9.8
651,작가의 사생활, 마시멜,"코믹, 일상, 만화가",다음 웹툰,4년차 웹툰작가의 묵직 발랄한 사생활,9.9
652,리와 구, 남유진,"드라마, 짝사랑, 비밀",다음 웹툰,당신은 좋아하는 그 사람에 대해 얼마나 알고 계세요?,9.7
653,위 아 애니멀스, 우블루,"드라마, 동물, 감성",다음 웹툰,각양각색 동물들이 펼치는 옴니버스 리얼 야생 드라마. 우리는 동물이다!,9.9
654,인랑:프리퀄, 윤태호,"스릴러, 액션, 영화",다음 웹툰,통일을 앞둔 사회의 폭력적인 혼란과 서로 대립하는 권력기관의 욕망,9.8
655,탐정 사용설명서, 이장희,"성인, 액션, 범죄",다음 웹툰,"20년 후 대한민국의 한 국제도시, 잔학무도한 의학기업을 추적하는 김탐정의 하드보일드 액션대작!",9.9
656,블레이드2 : THE RETURN OF EVIL, 임리나,"액션, 판타지, 게임",다음 웹툰,세상을 검게 물들이는 악마에 맞서 엘리시움으로 떠나는 영웅들의 일대기,9.9
657,귀신이면 어때, 규규,"순정, 판타지, 귀신",다음 웹툰,취준생과 처녀 귀신의 대책 없는 낭만 로맨스!,9.1
658,스틸레인2 : 강철비, 양우석/브리헴,"액션, 스릴러, 북한",다음 웹툰,한반도 전쟁위기를 타개하기 위한 두 '철우'의 첩보 스릴러. 12월 개봉 영화 '강철비'의 더 풍부한 이야기를 웹툰으로 먼저 만나보세요!,9.8
659,버디스, 전극진/박진환,"성인, 우정, 친구",다음 웹툰,이번엔 스코틀랜드다! 4버디스와 함께 떠나는 스코틀랜드 로드트립!,9.7
660,파워맨, 임강혁,"코믹, 능력, 병맛",다음 웹툰,파워맨과 친구들의 아스트랄 휴우먼 스토리!,9.6
661,2018 다음웹툰 능력고사, DAUM WEBTOON,"학원, 코믹, 능력자",다음 웹툰,"1등에게 10만 캐시를 지급합니다. 시험기간 : 4/1, 정답 및 장학생 발표 : 4/3",9.9
