,id,title,author,genre,platform,story,age,rate,free,complete,thumbnail,website
80,,구원, Axis,"판타지, 드라마, 복제인간",다음 웹툰,"복제인간 카피와 사랑에 빠진 순정마초 킬러, 그녀를 위해 세상에 맞서다.",19,9.9,1,0,http://t1.daumcdn.net/webtoon/op/58f3dfdec13b5ff7207b83a766b954da66d20d25,http://webtoon.daum.net//webtoon/view/favorite
81,,불러줘 내 이름만, 꿀삼,"순정, 드라마, 사랑",다음 웹툰,첫사랑을 따라 대학에 왔더니 내 강아지와 이름이 똑같은 선배가?!,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/430a753d394bdc4aa52098551c0072c85cc074fd,http://webtoon.daum.net//webtoon/view/favorite
82,,아싸클럽, 랑쓰,"순정, 드라마, 사랑",다음 웹툰,'친구 없는 사람만 가입 가능!'  수상한 동아리 아싸클럽의 성장 스토리.,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/3e479b19fd455f35c6dea335f812fa3ac3f8272e,http://webtoon.daum.net//webtoon/view/favorite
83,,백작가의 불청객들, 아르누니,"드라마, 가족, 사랑",다음 웹툰,진실된 사랑과 평화를 찾아가는 필데트 백작 가족의 이야기,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/ba8ba360016072d6a9d2a97eed021c0124bff0e6,http://webtoon.daum.net//webtoon/view/favorite
84,,사랑하면 디져~트, 참치캔,"순정, 학원, 판타지, 로맨스",다음 웹툰,짝남에게 고백하기 위해 만든 쿠키가 살아 움직인다! 게다가 자기의 사명이 내 고백 성공이라고? ‘제가 최선을 다해 도울게요!’,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/d9062716240fe4a8ec35118fe7061f8ff671d029,http://webtoon.daum.net//webtoon/view/favorite
85,,너에게 가는 거리 2091km, 빵시헌,"순정, 드라마, 연애",다음 웹툰,홍콩과 서울을 오가는 두 사람의 달콤씁쓸한 성장로맨스,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/a15662f4148dba6b06149fbff0a5ebf3874c1f64,http://webtoon.daum.net//webtoon/view/favorite
86,,그라티아, 상민/기현,"판타지, 액션, 엑소시스트",다음 웹툰,엑소시스트가 되고자 하는 소녀의 이야기,0,9.6,1,0,http://t1.daumcdn.net/webtoon/op/a94c9ff6c32f586ddf1a04cee83dee2656cfe17d,http://webtoon.daum.net//webtoon/view/favorite
87,,침묵의 정원, 염라/얌,"순정, 판타지, 복수",다음 웹툰,"남편과 딸을 잃고서야 내 세계가 뒤틀린 걸 깨달았다. 기적처럼 찾아온 두 번째 삶, 이젠 나를 위해 쓸 거야.",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/5e199b0005942d3364719bd1d934d4a99079c224,http://webtoon.daum.net//webtoon/view/favorite
88,,남궁세가 소공자, 기성욱/남사랑/Rose Studio,"무협, 드라마, 무림",다음 웹툰,이세계를 평정하고 무림으로 돌아온 남궁서휘. 힘을 감춘 그의 행보가 무림을 흔든다.,0,9,1,0,http://t1.daumcdn.net/webtoon/op/bfc3b2b80e61760ec5d97c395f103e4ad18ebf7b,http://webtoon.daum.net//webtoon/view/favorite
89,,선택은 하나, 박만두,"미스터리, 로맨스, 미래",다음 웹툰,미래를 보는 ‘하나’. 그를 구하기 위해 최악의 선택을 해야 한다.,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/58a3190a5b6ca158846abd18f23bb294bc00b1ff,http://webtoon.daum.net//webtoon/view/favorite
90,,순정 히포크라테스, 골드키위새,"순정, 드라마, 사랑",다음 웹툰,"의대생이 된다는 것, 의대생의 순정이란?",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/05c5a8cea9ea9d24f55d225ac8d667cc9c8db50d,http://webtoon.daum.net//webtoon/view/favorite
91,,전생에 나라를 구한 자, 현마담,"학원, 코믹, 액션, 전생",다음 웹툰,왕따 소년이 의문의 귀신의 도움을 받아 학교를 평정하여 새로운 삶을 살게 되는데..,0,9.5,1,0,http://t1.daumcdn.net/webtoon/op/39abaa46efe4073aac06596bd7b5c67a4322b8ee,http://webtoon.daum.net//webtoon/view/favorite
92,,개목걸이, 김종욱/만두,"액션, 학원, 일진",다음 웹툰,저마다의 사정으로 피 튀는 싸움판에 뛰어든 소년들. 갖고 싶다면 뺏어라!,0,9.3,1,0,http://t1.daumcdn.net/webtoon/op/917fca8008aede1baab5f3a3b191439f44f8f38f,http://webtoon.daum.net//webtoon/view/favorite
93,,기숙사(死), 이제환/나는나야,"스릴러, 드라마, 폭력",다음 웹툰,사람이 네명이 모이면 한명은 정상이 아니다.,19,9.7,1,0,http://t1.daumcdn.net/webtoon/op/62c49b9c9dce96987842eceeff5e60b494ed7426,http://webtoon.daum.net//webtoon/view/favorite
94,,도깨비언덕에 왜 왔니?, 김용회,"판타지, 초자연, 도깨비",다음 웹툰,"엄마, 아빠 없는 집에 그 녀석들이 나타나기 시작한다?",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/aa9a5ee6704ce35907272b217323c058ff230046,http://webtoon.daum.net//webtoon/view/favorite
95,,소녀신선, 효미,"판타지, 액션, 설화",다음 웹툰,"재수생 하버들, 신선이 되어 성질 드러운 이무기 '꽝철이'와 만나다",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/f81f3efe8a7c9ee9155c81dbb97dbfd663d04bd0,http://webtoon.daum.net//webtoon/view/favorite
96,,슬프게도 이게 내 인생, 슬,"코믹, 일상, 직장생활",다음 웹툰,어? 사회생활이 원래 이런가? 천방지축 사회초년생 슬이의 다이나믹 인생!,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/49ab1a48fc6440d6ef94e0c17684ac432b253a75,http://webtoon.daum.net//webtoon/view/favorite
97,,허약선생, 철범/울펜,"무협, 코믹, 학원",다음 웹툰,무림 최고의 암살자 '귀면독' 선생의 특별한 제자 육성이 시작된다.,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/f6413dd4b89baf9790434c45d526ea8ffbd7466b,http://webtoon.daum.net//webtoon/view/favorite
98,,노력의 卍(만), 행자,"판타지, 액션, 배틀",다음 웹툰,"세상을 지배하는 천중궐, 최정상까지 노오력만으로 올라가는 여정",0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/98aeda1c854d670a3165ac726c63752f94625cca,http://webtoon.daum.net//webtoon/view/favorite
99,,천연 天緣, ALIC,"판타지, 순정, 초자연",다음 웹툰,"돌이킬 수 없는 과거와 얽히는 현재. 그리고, 유동의 미래",0,9.6,1,0,http://t1.daumcdn.net/webtoon/op/b39c551fe7ac764d68954729885dd38e9711d748,http://webtoon.daum.net//webtoon/view/favorite
100,,반지하셋방, 평범한 자매,"일상, 코믹, 자매",다음 웹툰,반지하에 살고 있는 자매의 좌충우돌 일상툰,0,9.8,1,0,http://t1.daumcdn.net/cartoon/589C32130248A30001,http://webtoon.daum.net//webtoon/view/favorite
101,,정의는 죽지 않는다, 크레용/경우,"액션, 학원, 노인",다음 웹툰,시시한 10대의 학원 액션은 끝났다. 묵직한 연륜의 액션이 온다,0,9.6,1,0,http://t1.daumcdn.net/webtoon/op/e886203be5702aaa24048f463ad89de72799e663,http://webtoon.daum.net//webtoon/view/favorite
102,,키스해주세요, 한지혜/산다하,"순정, 드라마, 연애",다음 웹툰,키스 못하면 죽는 병에 걸린 남자의 생존을 위한 비밀 키스 계약,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/7f66de2716a5cc5d9c9b73196fa2d0196eb4efbd,http://webtoon.daum.net//webtoon/view/favorite
103,,사귄 건 아닌데, 민홍,"순정, 드라마, 첫사랑",다음 웹툰,"스무 살, 이루지 못했던 첫사랑과 스물아홉에 다시 만났다. 이번엔 그 때와 다를 수 있을까?",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/94533692e5d246c9bebcef468d01c389a8e1b5e2,http://webtoon.daum.net//webtoon/view/favorite
104,,학사재생, 소유현/윰짝짝,"무협, 회귀, 소년",다음 웹툰,"천하제일이었던 사내, 금수저를 물고 다시 태어났다! 하지만 인생은 그리 호락호락하지 않다.",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/d4d3d7258e4de594f998f79ff446386a32419703,http://webtoon.daum.net//webtoon/view/favorite
105,,하나하나둘, 고은,"순정, 드라마, 타임슬립",다음 웹툰,미래의 남편이 유령이 되어 나타났다?! 근데 나와의 과거를 기억 못 한다고?,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/76f49067e7105588afeca725265e5fb24877912b,http://webtoon.daum.net//webtoon/view/favorite
106,,죽어도! 치우, 만백,"액션, 판타지, 전투",다음 웹툰,죽어도! 죽지 않고 더 강해지는 치우의 성장 모험기!,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/880e273c1f14e2871cfd5f9614828a0ceb185f25,http://webtoon.daum.net//webtoon/view/favorite
107,,이세계 전담반, 손희준/택,"판타지, 액션, 초능력",다음 웹툰,어느날 평범한 일상에 판타지적인 현상이 일어나기 시작했다. 내 방에 엘프가 몰래 숨어살고 있다고?,0,9.2,1,0,http://t1.daumcdn.net/webtoon/op/653dc59fe5f4766a4b2cd7c357e5bd7894d7a55c,http://webtoon.daum.net//webtoon/view/favorite
108,,취향저격 그녀, 로즈옹,"순정, 드라마, 사랑",다음 웹툰,그의 심장을 저격하기 위해 뭉친 둘의 비밀스런 동거 라이프!,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/1492a8098e94aa3311ac5d761181df86c1ded165,http://webtoon.daum.net//webtoon/view/favorite
109,,나만 아는 사랑, 아임,"순정, 드라마, 짝사랑",다음 웹툰,사랑을 고백하지 못하는 이들의 짝사랑 로맨스,0,9.6,1,0,http://t1.daumcdn.net/webtoon/op/328b4318cfced9ab6f5c45bb4e63f734081ac19a,http://webtoon.daum.net//webtoon/view/favorite
110,,강호표사, OZi,"무협, 액션, 무림",다음 웹툰,칼퇴를 꿈꾸는 속물 표사 무영! 하지만 사부님의 희망사항은? '협객이 되어라!',0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/7c46a18c9d78cd1e6b53dfedcd7494a95674864d,http://webtoon.daum.net//webtoon/view/favorite
111,,감방에서 남자주인공을 만났습니다, 문시현/피티,"순정, 첫사랑, 썸",다음 웹툰,눈 떠보니 책 속 감방이다? 남주는 짐승?!,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/27f7100b358d10155a078038e063f7e77481db31,http://webtoon.daum.net//webtoon/view/favorite
112,,구슬의 주인, 갸가,"순정, 학원, GL",다음 웹툰,"어느날 얻게 된 수상쩍은 구슬, 그리고 찾아온...구미호?!",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/182138c56252d822fa94b36f9bb64d74304b109f,http://webtoon.daum.net//webtoon/view/favorite
113,,말하지 말까, 마루,"순정, 드라마, 첫사랑",다음 웹툰,첫사랑의 향기를 다시 기억하고 싶은 ‘한마리'와 향기 나는 남자 ‘길은수'가 서로 필요로 하는 이야기.,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/cc7147827a45502a642234c906a2259025fd1175,http://webtoon.daum.net//webtoon/view/favorite
114,,내 친구는 선녀보살, 챰,"미스터리, 드라마, 무당",다음 웹툰,고등학생 무당이자 sns 스타인 김선녀가 펼치는 기이하고 신비한 이야기.,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/d66ff8221699d6775b764535a3a14ad4ddf8bfcf,http://webtoon.daum.net//webtoon/view/favorite
115,,환율이 바뀌었나요?, YB/쥐곰이,"드라마, 로맨스, 영혼",다음 웹툰,평범하게 살아가던 은행원 '이 율'. 꽃미남 사채업자와 몸이 뒤바뀌는데...?,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/d0a1d4df01d5cbe89a745800d3d48e1bd698a7d5,http://webtoon.daum.net//webtoon/view/favorite
116,,아버지의 복수는 끝이 없어라, 강태진,"스릴러, 드라마, 복수",다음 웹툰,할머니 집에서 찾아낸 아버지. 30년 간 묻혀있던 비극이 복수로 깨어났다.,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/fe2995c6d2472b96d073ed9696d494cdbe73b5a1,http://webtoon.daum.net//webtoon/view/favorite
117,,할매, 재후,"액션, 스릴러, 복수",다음 웹툰,칠순을 앞둔 숙자. 어느 날 초주검이 되어 돌아온 손주를 본 순간 그녀의 삶은 송두리째 뒤집힌다.,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/3f689079086fa438de9a8a902a73b9cbf4cbd637,http://webtoon.daum.net//webtoon/view/favorite
118,,우리가 사랑하는 방법, 기비,"순정, 짝사랑, 아이돌",다음 웹툰,그녀의 마음을 얻기 위해 아이돌 덕질에 뛰어들다!,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/3e88732b0d20682e2e40c2631cb201727a15b000,http://webtoon.daum.net//webtoon/view/favorite
119,,백로식당, 확천금/이나이,"판타지, 드라마, 요리",다음 웹툰,"신들의 음식을 요리하는 만신, 백로의 특별한 식당에 어서오세요.",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/d96e212754d2694cededfd6e84733c98c1f35340,http://webtoon.daum.net//webtoon/view/favorite
120,,뽀짜툰, 유리,"코믹, 일상, 반려동물",다음 웹툰,귀요미 냥이들과 함께 하는 유리네 일상 이야기,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/1d58407cfa8997cd1e9013f98d3ca2dbc68b1294,http://webtoon.daum.net//webtoon/view/favorite
121,,날씨의 요정, 이이영,"순정, 판타지, 연애",다음 웹툰,"어느 시골 마을 기우제, 낯선 소년을 만났다. 그리고 비가 내렸다.",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/f2b8c87664e53bebf1030d3526834329bba7262e,http://webtoon.daum.net//webtoon/view/favorite
122,,크레센도, 김탐미,"스릴러, 로맨스, 대학생",다음 웹툰,다 가진 여자와 다 뺏고 싶은 남자의 질투와 사랑,19,9.6,1,0,http://t1.daumcdn.net/webtoon/op/9c6ce8c91d1f335064a180eb886f4c66e9fc95ea,http://webtoon.daum.net//webtoon/view/favorite
123,,헤븐 투 헬, 김종훈,"판타지, 성인, 천사",다음 웹툰,단테의 신곡 속 세계관을 배경으로 펼쳐지는 성인 액션 판타지,19,9.6,1,0,http://t1.daumcdn.net/webtoon/op/34c23e38e4d0616aca8d2439e73b22d27604c3aa,http://webtoon.daum.net//webtoon/view/favorite
124,,어린 (물고기 비늘), 윤태호,"드라마, 모험, 생존",다음 웹툰,우연한 성공으로 극도의 압박감에 계약을 위반하면서까지 남극으로 떠난 작곡가는 그곳에서 더한 고통을 경험한다.,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/26e6b42c2a26085977f6a2d658fddfdde0f6a104,http://webtoon.daum.net//webtoon/view/favorite
125,,딩스뚱스, 딩스,"일상, 코믹, 생활툰",다음 웹툰,"토종 한국인 딩스와 뚱스, 타지에서 맨 땅에 헤딩하기!",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/bc09916d67492333185a0e0817f5a5f55c752d29,http://webtoon.daum.net//webtoon/view/favorite
126,,블랙윈터, 정이나,"순정, 판타지, 사랑",다음 웹툰,"어느 새카만 겨울날, 소년은 저주 받았고 소녀는 죄를 지었다.",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/981f5b561c3193809c2d92f7c8dedc86e710792c,http://webtoon.daum.net//webtoon/view/favorite
127,,집행자여, 종수,"스릴러, 드라마, 현대사",다음 웹툰,통금시대. 어둠 속에서 고삐 풀린 그들,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/d227e9eb59e60ca3dc442bda4d8f2feb73f3d19b,http://webtoon.daum.net//webtoon/view/favorite
128,,우리가 헤어진 사이에, 오하,"순정, 첫사랑, 삼각관계",다음 웹툰,홀로서기를 시작한 이라 앞에 남사친들이 남자가 되어 돌아왔다!,0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/3d6ef2931623e1eab1db5c8b5fb7580987850136,http://webtoon.daum.net//webtoon/view/favorite
129,,유부녀의 탄생, 김환타,"코믹, 일상, 결혼생활",다음 웹툰,누구도 알려주지않은 결혼식 준비에 대한 리얼리티 카툰! ,0,9.8,1,0,http://i1.cartoon.daumcdn.net/svc/image/U03/cartoon/55263AB30206830001,http://webtoon.daum.net//webtoon/view/favorite
130,,대선비쇼에 어서오세요!, 아람,"드라마, 코믹, 음식",다음 웹툰,유도선수를 그만두고 졸업을 기다리던 황희는 PD지망생 요한을 만나 방송을 찍게 된다!,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/6cb578e58950c20cc7064547df67694a18df3aae,http://webtoon.daum.net//webtoon/view/favorite
131,,지옥사원, 네온비/캐러멜,"드라마, 판타지, 악마",다음 웹툰,인간이 된 악마의 사회 적응기! 그리고 그를 위협하는 존재들.,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/17b38f55433209c0d858f7a96001f8d2ca287dba,http://webtoon.daum.net//webtoon/view/favorite
132,,살어리랏다, 김민소,"스릴러, 미스터리, 도박",다음 웹툰,돈이 되는 거라면 뭐든지 낚는 김청산의 생존법을 공개한다.,19,9.6,1,0,http://t1.daumcdn.net/webtoon/op/e6f1899fc6176e211c39df505be5bbe269a4b6c7,http://webtoon.daum.net//webtoon/view/favorite
133,,풍검, 김철현 ,"액션, 판타지, 동양",다음 웹툰,마계의 힘으로 인간계를 없애려는 자들과 막으려는 자들의 치열한 싸움,0,8.6,1,0,http://t1.daumcdn.net/webtoon/op/c1720cbf8011703f10040cb37bc5179063d11eed,http://webtoon.daum.net//webtoon/view/favorite
134,,신락도, 다원,"공포, 스릴러, 질병",다음 웹툰,"바이러스 감염자들의 수용소가 된 신락도, 이 곳엔 바이러스보다 더 무서운 것이 존재하고 있었다.",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/7ac62f47b0aab886a6d676362d56042f12460e27,http://webtoon.daum.net//webtoon/view/favorite
135,,중고거래, 주명,"스릴러, 미스터리, 살인사건",다음 웹툰,극한의 이득충 '되팔러' 이준! 중고거래 꿀매로 구매한 택배가 도착하고 기쁜 마음으로 택배 상자를 열어보지만...,0,8.7,1,0,http://t1.daumcdn.net/webtoon/op/b91603c2f3ec6216dcbec170d033fb6a81c97f6c,http://webtoon.daum.net//webtoon/view/favorite
136,,저승사자 온라인, 쑨,"액션, 판타지, 게임",다음 웹툰,"죽은 소녀의 영혼을 인도하러 온 저승사자, 그런데 게임 속에 갇히다?!",0,8.6,1,0,http://t1.daumcdn.net/webtoon/op/d9fc95caf750c9a325f95a04436aa6e7f382442c,http://webtoon.daum.net//webtoon/view/favorite
137,,무지개다리 파수꾼, 이서,"드라마, 반려동물, 의학",다음 웹툰,"돈과 성공만을 전부로 알던 유명 수의사 한철은, 어느 날 동물들의 소리를 들을 수 있게 되는데...",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/b67da1bf607208148a056aa2ff2651cb6016f1d0,http://webtoon.daum.net//webtoon/view/favorite
138,,쑥, 문홍조,"드라마, 로맨스, 짝사랑",다음 웹툰,"사라진 여자 '쑥' 그리고 한자리에 모인 '쑥'을 사랑한다는 네 남자, 그들의 여정이 시작된다.",0,9.8,1,0,http://t1.daumcdn.net/webtoon/op/0910eae845bed4137ae551ff00c45f01c81cefd2,http://webtoon.daum.net//webtoon/view/favorite
139,,흑우, 유베테/늙슬,"스릴러, 드라마, 주식",다음 웹툰,"탐욕을 향한 호구들의 몸부림, 그리고 펼쳐지는 대 주식사기극",0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/e2c5b7c0b00bb271fd8408fd0c4bc2880bb09330,http://webtoon.daum.net//webtoon/view/favorite
140,,러브 스트리밍, 마영신/권다희,"드라마, 스릴러, 돈",다음 웹툰,누가 요즘 다운받니? 모든 게 실시간이지. 사랑도 돈도 인생 전부 다.,19,8.9,1,0,http://t1.daumcdn.net/webtoon/op/73bab94b897317cddea4f3001fa8901654392bd5,http://webtoon.daum.net//webtoon/view/favorite
141,,신의 태궁, 해소금,"순정, 판타지, 동양",다음 웹툰,"신의 아이를 낳아 기르는 여인과, 그를 사랑한 도깨비의 이야기",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/01b646d057064c35008f3ca62081d6396d1b4600,http://webtoon.daum.net//webtoon/view/favorite
142,,주말 도미 시식회, 이용우,"액션, 드라마, 격투",다음 웹툰,소소한 삶을 지키기 위한 그들의 전쟁,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/b3c72d6fb4cfafdde0b17bce971d7b75470b01e4,http://webtoon.daum.net//webtoon/view/favorite
143,,타원을 그리는 법, 섬멍,"드라마, 미스터리, GL",다음 웹툰,"너무 다른 두 사람의 연애 3년, 민성의 비밀은 두 사람을 예기치 못 한 사건에 휘말리게 한다.",0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/5604cc25c7443a16a0cf109b6512ab844b74f697,http://webtoon.daum.net//webtoon/view/favorite
144,,골드핸즈, 박하,"순정, 드라마, 예술",다음 웹툰,미술에 재능을 가진 '이그린'과 스타작가 '남현'의 비밀스러운 합작 프로젝트,0,9.7,1,0,http://t1.daumcdn.net/webtoon/op/28f01861cb92ba7c73525730805350100fd19eec,http://webtoon.daum.net//webtoon/view/favorite
145,,너에게 투 혼(魂)!, 롱토피아,"학원, 액션, 빙의",다음 웹툰,남고생이 된 액션배우 옥세라. 어쩔 수 없지! 내가 네 학교생활을 책임져줄게!,0,9.9,1,0,http://t1.daumcdn.net/webtoon/op/df83895ab8337fd9204cde874f518888a76efdcd,http://webtoon.daum.net//webtoon/view/favorite
